Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,10,23,TN214-10-23,4.50993349463618
HTS_Cell_Screen_FP,214,10,24,ctrl,8.76418881320407
HTS_Cell_Screen_FP,214,11,1,ctrl,92.217265944659
HTS_Cell_Screen_FP,214,11,2,TN214-11-02,5.91818906236818
HTS_Cell_Screen_FP,214,11,3,TN214-11-03,2.86599509132663
HTS_Cell_Screen_FP,214,11,4,TN214-11-04,11.4025929370092
HTS_Cell_Screen_FP,214,11,5,TN214-11-05,7.55939399602901
HTS_Cell_Screen_FP,214,11,6,TN214-11-06,11.1783271567703
HTS_Cell_Screen_FP,214,11,7,TN214-11-07,10.1140716295895
HTS_Cell_Screen_FP,214,11,8,TN214-11-08,4.35183377270604
HTS_Cell_Screen_FP,214,11,9,TN214-11-09,13.1991087033159
HTS_Cell_Screen_FP,214,11,10,TN214-11-10,6.68772214184078
HTS_Cell_Screen_FP,214,11,11,TN214-11-11,2.23109619706484
HTS_Cell_Screen_FP,214,11,12,TN214-11-12,7.80360995709944
HTS_Cell_Screen_FP,214,11,13,TN214-11-13,3.07834938630416
HTS_Cell_Screen_FP,214,11,14,TN214-11-14,7.51242205308553
HTS_Cell_Screen_FP,214,11,15,TN214-11-15,4.1633407186638
HTS_Cell_Screen_FP,214,11,16,TN214-11-16,3.71391365844093
HTS_Cell_Screen_FP,214,11,17,TN214-11-17,4.06851769668822
HTS_Cell_Screen_FP,214,11,18,TN214-11-18,6.92512598775183
HTS_Cell_Screen_FP,214,11,19,TN214-11-19,19.8742610423535
HTS_Cell_Screen_FP,214,11,20,TN214-11-20,6.85391491484883
HTS_Cell_Screen_FP,214,11,21,TN214-11-21,4.74782965639933
HTS_Cell_Screen_FP,214,11,22,TN214-11-22,13.7261512400568
HTS_Cell_Screen_FP,214,11,23,TN214-11-23,10.6978935495985
HTS_Cell_Screen_FP,214,11,24,ctrl,13.0298076191012
HTS_Cell_Screen_FP,214,12,1,ctrl,92.106037898829
HTS_Cell_Screen_FP,214,12,2,TN214-12-02,22.1093533875959
HTS_Cell_Screen_FP,214,12,3,TN214-12-03,5.56850854660993
HTS_Cell_Screen_FP,214,12,4,TN214-12-04,2.67026618568662
HTS_Cell_Screen_FP,214,12,5,TN214-12-05,7.99727012295212
HTS_Cell_Screen_FP,214,12,6,TN214-12-06,4.37838923621791
HTS_Cell_Screen_FP,214,12,7,TN214-12-07,15.7401927014596
HTS_Cell_Screen_FP,214,12,8,TN214-12-08,2.85061898362534
HTS_Cell_Screen_FP,214,12,9,TN214-12-09,11.7318915030968
HTS_Cell_Screen_FP,214,12,10,TN214-12-10,5.66056777913285
